E	j	j
V RHE		mA cm-2
ML_030
1.50807	-0.00302	-0.21538
1.50613	-0.00315	-0.22513
1.50409	-0.00306	-0.21868
1.50215	-0.00317	-0.2263
1.50008	-0.00303	-0.21656
1.49815	-0.00313	-0.22344
1.49611	-0.00305	-0.21777
1.49414	-0.00312	-0.22291
1.49206	-0.00298	-0.21319
1.49013	-0.00314	-0.22415
1.48806	-0.00299	-0.21393
1.48613	-0.00306	-0.21871
1.48407	-0.00289	-0.20635
1.48213	-0.00302	-0.21565
1.48008	-0.0029	-0.20714
1.47814	-0.00298	-0.21285
1.47609	-0.00288	-0.20602
1.47416	-0.00301	-0.21515
1.4721	-0.00293	-0.20898
1.47016	-0.00302	-0.21589
1.46809	-0.0029	-0.20745
1.46617	-0.00302	-0.21558
1.46411	-0.00292	-0.20886
1.46217	-0.00302	-0.21546
1.46012	-0.00291	-0.20774
1.45817	-0.00294	-0.21008
1.45613	-0.00287	-0.2053
1.45419	-0.00301	-0.21522
1.45213	-0.00287	-0.20511
1.4502	-0.003	-0.21419
1.44814	-0.0029	-0.20733
1.44621	-0.00299	-0.21362
1.44415	-0.00288	-0.20547
1.44218	-0.00303	-0.21644
1.44011	-0.00288	-0.20588
1.43819	-0.00301	-0.21507
1.43612	-0.00289	-0.20655
1.43419	-0.00296	-0.21142
1.43211	-0.00285	-0.20322
1.43018	-0.00297	-0.21202
1.42812	-0.00286	-0.20428
1.42619	-0.003	-0.21448
1.42414	-0.00291	-0.20803
1.4222	-0.00304	-0.21687
1.42015	-0.00291	-0.20767
1.41822	-0.00301	-0.21498
1.4161	-0.00293	-0.20913
1.41416	-0.00304	-0.21679
1.41211	-0.00292	-0.20865
1.41018	-0.00311	-0.22217
1.40812	-0.00291	-0.20815
1.40619	-0.00303	-0.21672
1.40411	-0.00293	-0.20915
1.40219	-0.00307	-0.21897
1.40013	-0.00297	-0.21194
1.3982	-0.00309	-0.22055
1.39614	-0.00297	-0.21247
1.39422	-0.00306	-0.21868
1.39215	-0.00297	-0.21202
1.39018	-0.0031	-0.22169
1.38811	-0.00296	-0.21154
1.38618	-0.00312	-0.22279
1.38411	-0.00299	-0.21369
1.38219	-0.00313	-0.22344
1.38012	-0.00298	-0.21319
1.37819	-0.00313	-0.22389
1.37613	-0.00301	-0.21472
1.37419	-0.00316	-0.22587
1.37213	-0.00301	-0.21472
1.37022	-0.00318	-0.22733
1.36815	-0.00306	-0.21875
1.36621	-0.00319	-0.22788
1.36414	-0.00302	-0.2156
1.36221	-0.00317	-0.22621
1.36016	-0.00307	-0.21911
1.35822	-0.00318	-0.22716
1.35616	-0.003	-0.21421
1.35422	-0.00314	-0.2241
1.35215	-0.00302	-0.21598
1.35024	-0.00318	-0.22716
1.34816	-0.00303	-0.21665
1.34625	-0.00319	-0.22783
1.34417	-0.00305	-0.21811
1.34225	-0.00314	-0.22425
1.34016	-0.003	-0.21436
1.33821	-0.00314	-0.22442
1.33615	-0.00304	-0.21679
1.33422	-0.00318	-0.22723
1.33216	-0.00299	-0.21366
1.33023	-0.00313	-0.22339
1.32816	-0.00296	-0.21116
1.32623	-0.00312	-0.2226
1.32415	-0.00296	-0.21135
1.32223	-0.00311	-0.222
1.32018	-0.00298	-0.21316
1.31825	-0.00312	-0.22293
1.31618	-0.00294	-0.20999
1.31422	-0.00312	-0.22262
1.31214	-0.00295	-0.21051
1.31021	-0.00308	-0.22033
1.30815	-0.00291	-0.2081
1.30622	-0.00303	-0.21667
1.30416	-0.00287	-0.20528
1.30223	-0.00307	-0.21926
1.30016	-0.00289	-0.20669
1.29824	-0.00306	-0.21835
1.29617	-0.00294	-0.20977
1.29425	-0.00304	-0.21713
1.2922	-0.00288	-0.20578
1.29026	-0.00307	-0.21947
1.28815	-0.00291	-0.20779
1.28621	-0.00305	-0.21765
1.28416	-0.00287	-0.20523
1.28222	-0.00304	-0.21718
1.28018	-0.00283	-0.20193
1.27822	-0.003	-0.21414
1.27618	-0.00281	-0.20067
1.27423	-0.00301	-0.21529
1.27218	-0.00286	-0.20408
1.27024	-0.00301	-0.21522
1.2682	-0.00287	-0.20499
1.26624	-0.00304	-0.21706
1.26421	-0.00284	-0.20251
1.26224	-0.003	-0.21419
1.2602	-0.00283	-0.20201
1.25825	-0.00303	-0.21634
1.25622	-0.00283	-0.20182
1.25425	-0.00299	-0.21359
1.25222	-0.00274	-0.19575
1.25026	-0.00301	-0.21474
1.24823	-0.00282	-0.20136
1.24627	-0.00303	-0.21648
1.24424	-0.00283	-0.20227
1.24228	-0.00303	-0.2166
1.24026	-0.00282	-0.20167
1.23827	-0.00302	-0.21565
1.23622	-0.00283	-0.20229
1.23425	-0.00302	-0.21598
1.23223	-0.00287	-0.20497
1.23025	-0.00302	-0.21546
1.22824	-0.0028	-0.20024
1.22625	-0.00303	-0.21615
1.22424	-0.00283	-0.20246
1.22225	-0.00303	-0.21634
1.22025	-0.00283	-0.20201
1.21826	-0.00309	-0.22043
1.21627	-0.00291	-0.20807
1.21428	-0.00313	-0.22322
1.21223	-0.00288	-0.20547
1.21023	-0.00311	-0.22248
1.20823	-0.00293	-0.20948
1.20623	-0.00313	-0.22375
1.20424	-0.00287	-0.20468
1.20224	-0.00307	-0.21933
1.20024	-0.00288	-0.20592
1.19824	-0.00314	-0.22458
1.19625	-0.00293	-0.20913
1.19425	-0.00319	-0.2279
1.19227	-0.00292	-0.20836
1.19027	-0.0032	-0.22845
1.18827	-0.00296	-0.21151
1.18623	-0.00317	-0.22614
1.18425	-0.00296	-0.21151
1.18223	-0.00319	-0.22802
1.18024	-0.00296	-0.21149
1.17824	-0.00316	-0.22575
1.17625	-0.00293	-0.20898
1.17423	-0.00315	-0.22487
1.17225	-0.00297	-0.21233
1.17024	-0.00319	-0.22797
1.16828	-0.00301	-0.21522
1.16626	-0.00327	-0.23388
1.16428	-0.00305	-0.21799
1.16227	-0.00326	-0.23306
1.16027	-0.00306	-0.21837
1.15826	-0.00328	-0.23438
1.15629	-0.00304	-0.21715
1.15427	-0.00327	-0.23361
1.1523	-0.00305	-0.21754
1.15026	-0.00324	-0.23144
1.1483	-0.00305	-0.21758
1.14627	-0.00329	-0.23524
1.14431	-0.00309	-0.22098
1.14229	-0.00335	-0.23937
1.14032	-0.0031	-0.22162
1.1383	-0.00337	-0.24071
1.13633	-0.00314	-0.22401
1.13426	-0.00341	-0.24377
1.1323	-0.00315	-0.2253
1.13026	-0.00337	-0.24104
1.1283	-0.00317	-0.2264
1.12627	-0.00345	-0.2463
1.1243	-0.00316	-0.22549
1.12226	-0.00338	-0.24171
1.12031	-0.00323	-0.23063
1.11828	-0.00347	-0.24797
1.11631	-0.00322	-0.22993
1.11429	-0.00349	-0.24924
1.11233	-0.00322	-0.23024
1.11027	-0.00349	-0.2496
1.10827	-0.00327	-0.23364
1.10624	-0.0035	-0.25031
1.10428	-0.0033	-0.23564
1.10224	-0.00351	-0.25079
1.10028	-0.00327	-0.23376
1.09825	-0.00352	-0.25108
1.09629	-0.00335	-0.23932
1.09426	-0.00361	-0.25784
1.0923	-0.00336	-0.24023
1.09026	-0.00358	-0.25566
1.08832	-0.0034	-0.24298
1.08628	-0.00363	-0.25913
1.0843	-0.00341	-0.24326
1.08224	-0.00361	-0.25791
1.08028	-0.00346	-0.24721
1.07825	-0.00369	-0.26388
1.07629	-0.00348	-0.24881
1.07425	-0.00367	-0.26207
1.0723	-0.0035	-0.24995
1.07026	-0.00372	-0.26591
1.0683	-0.00353	-0.25182
1.06627	-0.00377	-0.26928
1.06432	-0.00356	-0.25437
1.06228	-0.00377	-0.26904
1.06032	-0.00356	-0.25437
1.05828	-0.00379	-0.27093
1.05632	-0.00364	-0.26025
1.05429	-0.00385	-0.27485
1.05233	-0.00367	-0.2618
1.05029	-0.00386	-0.27585
1.04834	-0.00364	-0.26013
1.04629	-0.00388	-0.27738
1.04433	-0.0037	-0.26448
1.04231	-0.00392	-0.28008
1.04034	-0.00376	-0.26828
1.03831	-0.00398	-0.28433
1.03635	-0.00377	-0.2694
1.03432	-0.00402	-0.28684
1.03231	-0.00382	-0.27303
1.03029	-0.00405	-0.28956
1.02832	-0.00384	-0.27396
1.02628	-0.00404	-0.28842
1.02434	-0.00382	-0.27255
1.02229	-0.00397	-0.28347
1.02032	-0.00383	-0.27337
1.0183	-0.00407	-0.29064
1.01634	-0.00391	-0.27912
1.01432	-0.00415	-0.29666
1.01235	-0.00392	-0.27994
1.01033	-0.00413	-0.29532
1.00836	-0.00394	-0.28144
1.00628	-0.00419	-0.29957
1.00431	-0.004	-0.28555
1.00229	-0.00419	-0.29898
1.00032	-0.004	-0.28603
0.9983	-0.00422	-0.30172
0.99631	-0.00402	-0.28686
0.99431	-0.00429	-0.30641
0.99234	-0.00413	-0.29477
0.99031	-0.00432	-0.30872
0.98835	-0.00418	-0.29828
0.98633	-0.00437	-0.31233
0.98436	-0.00422	-0.30172
0.98231	-0.00438	-0.3131
0.98031	-0.00424	-0.30299
0.97829	-0.00444	-0.31716
0.97632	-0.00429	-0.30669
0.97429	-0.00445	-0.31766
0.97234	-0.00425	-0.30387
0.9703	-0.00442	-0.31568
0.96833	-0.00433	-0.30937
0.96631	-0.0045	-0.32148
0.96434	-0.00433	-0.30927
0.96231	-0.00456	-0.32547
0.96036	-0.0044	-0.3141
0.95834	-0.00459	-0.32788
0.95635	-0.00441	-0.31527
0.95432	-0.00462	-0.33032
0.95236	-0.00444	-0.31723
0.95033	-0.00461	-0.32932
0.94836	-0.00445	-0.31766
0.94632	-0.00452	-0.32268
0.94437	-0.00442	-0.31556
0.94234	-0.00462	-0.33025
0.94038	-0.00448	-0.32002
0.93835	-0.00465	-0.33194
0.93639	-0.00457	-0.32612
0.93436	-0.00471	-0.33608
0.9324	-0.00455	-0.32478
0.93033	-0.00472	-0.33699
0.92836	-0.00453	-0.32351
0.92633	-0.00471	-0.33615
0.92437	-0.00453	-0.32377
0.92234	-0.00472	-0.33742
0.92037	-0.00452	-0.32263
0.91832	-0.00471	-0.33622
0.91637	-0.00454	-0.32399
0.91434	-0.00476	-0.33992
0.91239	-0.00462	-0.32999
0.91035	-0.00476	-0.33985
0.9084	-0.00459	-0.32819
0.90636	-0.00475	-0.33916
0.90436	-0.00458	-0.32681
0.90233	-0.00476	-0.34002
0.90036	-0.00459	-0.32788
0.89833	-0.00475	-0.33942
0.89637	-0.00456	-0.32537
0.89433	-0.00471	-0.33644
0.89237	-0.00456	-0.3254
0.89034	-0.00475	-0.33897
0.88838	-0.00462	-0.32989
0.88635	-0.00476	-0.3399
0.88439	-0.0046	-0.32858
0.88236	-0.0048	-0.34272
0.8804	-0.00464	-0.33161
0.87832	-0.00476	-0.33971
0.87636	-0.00459	-0.32805
0.87434	-0.00477	-0.34086
0.87238	-0.00462	-0.33027
0.87033	-0.00471	-0.33675
0.86838	-0.00454	-0.3242
0.86634	-0.0048	-0.34305
0.86439	-0.00467	-0.33345
0.86235	-0.00481	-0.34344
0.86039	-0.00466	-0.33273
0.85836	-0.00487	-0.3479
0.85641	-0.00469	-0.33524
0.85436	-0.00483	-0.34475
0.85239	-0.00467	-0.33371
0.85037	-0.00483	-0.3448
0.84842	-0.00466	-0.33254
0.84637	-0.00482	-0.34425
0.84441	-0.00464	-0.33108
0.84237	-0.00479	-0.34188
0.84042	-0.00465	-0.33216
0.83837	-0.00482	-0.34446
0.83643	-0.00467	-0.33328
0.83439	-0.00486	-0.34704
0.83245	-0.00467	-0.33386
0.83041	-0.00485	-0.34673
0.82841	-0.00464	-0.33163
0.82637	-0.00484	-0.34566
0.82441	-0.00471	-0.33629
0.82238	-0.00484	-0.34599
0.82042	-0.00466	-0.33278
0.81838	-0.00477	-0.34066
0.81643	-0.00463	-0.33053
0.81438	-0.00481	-0.34379
0.81243	-0.00467	-0.33333
0.81039	-0.00486	-0.34702
0.80845	-0.00471	-0.33641
0.8064	-0.00484	-0.34597
0.80444	-0.00467	-0.33369
0.80237	-0.00484	-0.34537
0.80041	-0.00474	-0.33842
0.79836	-0.00486	-0.34726
0.79641	-0.00464	-0.33168
0.79437	-0.00483	-0.34518
0.79241	-0.00467	-0.33393
0.79038	-0.00482	-0.34453
0.78842	-0.00473	-0.33758
0.78639	-0.0049	-0.35003
0.78445	-0.00476	-0.34028
0.78239	-0.0049	-0.34967
0.78046	-0.00474	-0.33875
0.77841	-0.0049	-0.34991
0.77643	-0.00476	-0.34023
0.77437	-0.0049	-0.34989
0.77242	-0.00477	-0.341
0.77038	-0.00493	-0.35237
0.76843	-0.00478	-0.34157
0.76638	-0.00489	-0.34934
0.76443	-0.00479	-0.34248
0.76238	-0.00493	-0.35249
0.76044	-0.00481	-0.34363
0.75839	-0.00496	-0.35419
0.75644	-0.00479	-0.34188
0.75442	-0.00498	-0.35545
0.75245	-0.00484	-0.34599
0.7504	-0.00497	-0.35507
0.74846	-0.00481	-0.34324
0.74642	-0.00501	-0.35763
0.74446	-0.00487	-0.34757
0.74243	-0.005	-0.35715
0.74046	-0.00485	-0.34623
0.73843	-0.00501	-0.35818
0.73648	-0.00489	-0.3496
0.73443	-0.00504	-0.3599
0.73249	-0.00489	-0.34962
0.73045	-0.00512	-0.36541
0.72851	-0.00499	-0.35634
0.72642	-0.00513	-0.36656
0.72446	-0.00498	-0.35591
0.72242	-0.00516	-0.36845
0.72046	-0.00504	-0.36035
0.71843	-0.00511	-0.36527
0.71647	-0.00499	-0.35636
0.71443	-0.00513	-0.36678
0.71247	-0.00497	-0.35497
0.71043	-0.00517	-0.36926
0.70848	-0.00504	-0.36018
0.70644	-0.00521	-0.37184
0.70449	-0.00509	-0.36355
0.70246	-0.00521	-0.37246
0.70049	-0.00509	-0.3635
0.69845	-0.00525	-0.37523
0.6965	-0.00515	-0.36802
0.69446	-0.00527	-0.37645
0.69249	-0.00511	-0.36527
